FSTANF,REALPROP,FSSTDDE2,FSASSET,FSNELDER,TANF_IND,FSSLTDED,LIQRESOR,WRK_POOR,RAWGROSS,FSUNEARN,FSGA,CERTHHSZ,FSSSI,FSTOTDED,FSSLTDE2,FSDIS,FSERNDED,RAWNET,HWGT,FSEARN,FSGRINC,FSUSIZE,FSTOTDE2,FSNETINC,RAWERND,FSNONCIT,SHELDED,TPOV,FSERNDE2,CAT_ELIG,VEHICLEA,FSVEHAST
0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,1.0,1724.0,0.0,0.0,4.0,0.0,483.0,0.0,0.0,344.0,1240.0,850.6572576006592,1724.0,1724.0,4.0,483.0,1241.0,345.0,0.0,0.0,103.0,344.0,0.0,1.0,0.0
0.0,0.0,134.0,1107.0,1.0,0.0,0.0,1107.0,0.0,878.0,878.0,0.0,1.0,0.0,134.0,0.0,0.0,0.0,744.0,879.8179403155548,0.0,878.0,1.0,134.0,744.0,0.0,0.0,0.0,107.0,0.0,0.0,1.0,0.0
0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,0.0,3.0,0.0,134.0,0.0,0.0,0.0,0.0,809.3693123451693,0.0,125.0,3.0,125.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0
0.0,0.0,201.0,0.0,1.0,0.0,104.0,0.0,0.0,769.0,769.0,0.0,1.0,0.0,238.0,104.0,0.0,0.0,531.0,879.8179403155548,0.0,769.0,1.0,238.0,531.0,0.0,0.0,105.0,94.0,0.0,0.0,1.0,0.0
0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,1.0,1552.0,0.0,0.0,4.0,0.0,557.0,0.0,0.0,310.0,995.0,838.5414334692713,1552.0,1552.0,4.0,557.0,995.0,310.0,0.0,0.0,93.0,310.0,0.0,1.0,0.0
75.0,0.0,0.0,0.0,0.0,1.0,417.0,0.0,0.0,125.0,125.0,0.0,3.0,0.0,551.0,0.0,0.0,0.0,0.0,809.3693123451693,0.0,125.0,3.0,125.0,0.0,0.0,0.0,417.0,9.0,0.0,1.0,1.0,0.0
0.0,0.0,134.0,0.0,1.0,0.0,0.0,0.0,1.0,885.0,623.0,0.0,1.0,116.0,186.0,0.0,0.0,52.0,699.0,879.8179403155548,262.0,885.0,1.0,186.0,699.0,52.0,0.0,0.0,108.0,52.0,1.0,1.0,0.0
0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,1.0,2150.0,0.0,0.0,5.0,0.0,592.0,0.0,0.0,430.0,1558.0,848.1290717508559,2150.0,2150.0,5.0,592.0,1558.0,430.0,0.0,0.0,110.0,430.0,0.0,1.0,0.0
0.0,0.0,201.0,0.0,0.0,0.0,174.0,0.0,1.0,559.0,0.0,0.0,3.0,0.0,419.0,174.0,0.0,111.0,139.0,816.3400604755568,559.0,559.0,3.0,419.0,140.0,112.0,0.0,174.0,40.0,167.0,0.0,1.0,0.0
310.0,0.0,201.0,0.0,0.0,1.0,152.0,0.0,0.0,310.0,310.0,0.0,2.0,0.0,286.0,152.0,0.0,0.0,24.0,833.3076531668773,0.0,310.0,2.0,286.0,24.0,0.0,0.0,152.0,28.0,0.0,1.0,1.0,0.0
0.0,0.0,201.0,665.0,1.0,0.0,271.0,665.0,0.0,623.0,623.0,0.0,1.0,32.0,405.0,271.0,0.0,0.0,217.0,866.5403248291022,0.0,623.0,1.0,405.0,218.0,0.0,0.0,272.0,76.0,0.0,1.0,1.0,0.0
0.0,0.0,201.0,452.0,0.0,0.0,104.0,452.0,1.0,667.0,0.0,0.0,1.0,0.0,371.0,104.0,0.0,133.0,294.0,870.523609475038,667.0,667.0,1.0,371.0,296.0,133.0,0.0,105.0,82.0,200.0,0.0,1.0,0.0
0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0,768.0,0.0,1.0,0.0,134.0,0.0,1.0,0.0,634.0,879.8179403155548,0.0,768.0,1.0,134.0,634.0,0.0,0.0,0.0,94.0,0.0,0.0,1.0,0.0
389.0,0.0,134.0,0.0,0.0,1.0,0.0,0.0,0.0,389.0,389.0,0.0,3.0,0.0,134.0,0.0,0.0,0.0,255.0,822.1490172508799,0.0,389.0,3.0,134.0,255.0,0.0,0.0,0.0,28.0,0.0,1.0,1.0,0.0
0.0,0.0,201.0,0.0,1.0,0.0,247.0,0.0,0.0,603.0,603.0,0.0,3.0,603.0,381.0,247.0,0.0,0.0,222.0,820.4893153150733,0.0,603.0,3.0,381.0,222.0,0.0,0.0,248.0,44.0,0.0,0.0,1.0,0.0
310.0,0.0,165.0,0.0,0.0,1.0,212.0,0.0,0.0,310.0,310.0,0.0,2.0,0.0,346.0,176.0,0.0,0.0,0.0,832.1458618118128,0.0,310.0,2.0,310.0,0.0,0.0,0.0,212.0,28.0,0.0,1.0,1.0,0.0
389.0,0.0,139.0,0.0,0.0,1.0,0.0,0.0,0.0,992.0,992.0,0.0,4.0,603.0,139.0,0.0,1.0,0.0,353.0,831.404715145303,0.0,992.0,4.0,139.0,853.0,0.0,0.0,0.0,60.0,0.0,1.0,1.0,0.0
0.0,0.0,134.0,5.0,0.0,0.0,0.0,5.0,0.0,830.0,830.0,0.0,1.0,0.0,134.0,0.0,1.0,0.0,696.0,879.8179403155548,0.0,830.0,1.0,134.0,696.0,0.0,0.0,0.0,102.0,0.0,0.0,1.0,0.0
0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,1.0,830.0,701.0,0.0,4.0,0.0,164.0,0.0,0.0,25.0,665.0,822.1103843047863,129.0,830.0,4.0,164.0,666.0,26.0,0.0,0.0,50.0,25.0,0.0,1.0,0.0
0.0,0.0,139.0,0.0,0.0,0.0,417.0,0.0,1.0,1805.0,1402.0,0.0,4.0,0.0,636.0,417.0,0.0,80.0,1168.0,847.1718835354654,403.0,1805.0,4.0,636.0,1169.0,81.0,0.0,417.0,108.0,80.0,0.0,1.0,0.0
31.0,0.0,0.0,41.0,0.0,1.0,417.0,41.0,1.0,235.0,31.0,0.0,3.0,0.0,591.0,61.0,0.0,40.0,0.0,809.3693123451693,204.0,235.0,3.0,235.0,0.0,41.0,1.0,417.0,17.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,1.0,425.0,0.0,0.0,2.0,0.0,636.0,206.0,0.0,85.0,0.0,832.1458618118128,425.0,425.0,2.0,425.0,0.0,85.0,0.0,417.0,39.0,0.0,0.0,1.0,0.0
0.0,0.0,134.0,25.0,0.0,0.0,0.0,25.0,1.0,1359.0,0.0,0.0,3.0,0.0,405.0,0.0,0.0,271.0,953.0,856.8367877092371,1359.0,1359.0,3.0,405.0,954.0,272.0,0.0,0.0,98.0,271.0,0.0,1.0,0.0
310.0,0.0,134.0,0.0,0.0,1.0,0.0,0.0,0.0,310.0,310.0,0.0,2.0,0.0,134.0,0.0,0.0,0.0,176.0,840.9422820715876,0.0,310.0,2.0,134.0,176.0,0.0,0.0,0.0,28.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,489.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,623.0,0.0,0.0,0.0,0.0,855.7522622463596,0.0,0.0,1.0,0.0,0.0,0.0,0.0,489.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,684.0,0.0,4.0,0.0,139.0,0.0,0.0,0.0,545.0,816.1354573358827,0.0,684.0,4.0,139.0,545.0,0.0,0.0,0.0,41.0,0.0,0.0,1.0,0.0
0.0,0.0,208.0,0.0,0.0,0.0,204.0,0.0,1.0,2023.0,0.0,0.0,4.0,0.0,914.0,204.0,0.0,404.0,1108.0,844.1844200510137,2023.0,2023.0,4.0,914.0,1109.0,405.0,0.0,205.0,121.0,606.0,0.0,1.0,0.0
0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,0.0,0.0,1.0,0.0,168.0,0.0,0.0,34.0,4.0,855.9182324399402,172.0,172.0,1.0,168.0,4.0,34.0,0.0,0.0,21.0,34.0,0.0,1.0,0.0
0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,1.0,410.0,0.0,0.0,5.0,0.0,244.0,0.0,0.0,82.0,166.0,778.919501027722,410.0,410.0,5.0,244.0,166.0,82.0,0.0,0.0,21.0,82.0,0.0,1.0,0.0
0.0,0.0,162.0,0.0,0.0,0.0,28.0,0.0,1.0,439.0,0.0,0.0,2.0,0.0,255.0,28.0,0.0,87.0,182.0,841.2742224587489,439.0,439.0,2.0,255.0,184.0,88.0,0.0,29.0,40.0,115.0,0.0,1.0,0.0
231.0,0.0,0.0,0.0,0.0,1.0,417.0,0.0,0.0,231.0,231.0,0.0,2.0,0.0,551.0,97.0,0.0,0.0,0.0,832.1458618118128,0.0,231.0,2.0,231.0,0.0,0.0,0.0,417.0,21.0,0.0,1.0,1.0,0.0
0.0,0.0,201.0,0.0,0.0,0.0,247.0,0.0,0.0,603.0,603.0,0.0,1.0,603.0,381.0,247.0,1.0,0.0,221.0,866.8722652162636,0.0,603.0,1.0,381.0,222.0,0.0,0.0,247.0,74.0,0.0,1.0,1.0,0.0
0.0,0.0,201.0,0.0,0.0,0.0,279.0,0.0,1.0,829.0,0.0,0.0,2.0,0.0,579.0,279.0,0.0,166.0,283.0,844.593626330362,830.0,830.0,2.0,579.0,251.0,166.0,0.0,261.0,75.0,249.0,0.0,1.0,0.0
389.0,0.0,134.0,0.0,0.0,1.0,0.0,0.0,0.0,389.0,389.0,0.0,3.0,0.0,134.0,0.0,0.0,0.0,255.0,822.1490172508799,0.0,389.0,3.0,134.0,255.0,0.0,0.0,0.0,28.0,0.0,1.0,1.0,0.0
0.0,0.0,8.0,0.0,0.0,0.0,219.0,0.0,1.0,199.0,0.0,0.0,1.0,0.0,392.0,26.0,0.0,39.0,0.0,855.7522622463596,199.0,199.0,1.0,199.0,0.0,40.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,1.0,215.0,0.0,0.0,2.0,0.0,587.0,38.0,0.0,43.0,0.0,832.1458618118128,215.0,215.0,2.0,215.0,0.0,43.0,0.0,410.0,20.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,134.0,0.0,0.0,0.0,0.0,855.7522622463596,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,181.0,0.0,0.0,0.0,47.0,0.0,1.0,1066.0,0.0,0.0,2.0,0.0,394.0,47.0,0.0,213.0,671.0,865.6718409151055,1066.0,1066.0,2.0,394.0,672.0,213.0,1.0,48.0,97.0,260.0,0.0,1.0,0.0
0.0,0.0,243.0,37.0,0.0,0.0,107.0,37.0,0.0,1420.0,1420.0,0.0,5.0,0.0,269.0,107.0,0.0,0.0,1151.0,827.8807081340158,0.0,1420.0,5.0,269.0,1151.0,0.0,0.0,107.0,73.0,0.0,0.0,1.0,0.0
0.0,0.0,201.0,0.0,0.0,0.0,161.0,0.0,0.0,623.0,623.0,0.0,1.0,56.0,295.0,161.0,1.0,0.0,327.0,872.017341217264,0.0,623.0,1.0,295.0,328.0,0.0,0.0,161.0,76.0,0.0,1.0,1.0,0.0
0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,1.0,1861.0,87.0,0.0,4.0,0.0,493.0,0.0,0.0,354.0,1367.0,856.9641249567243,1774.0,1861.0,4.0,493.0,1368.0,355.0,0.0,0.0,112.0,354.0,0.0,1.0,0.0
0.0,0.0,201.0,0.0,1.0,0.0,260.0,0.0,0.0,828.0,828.0,0.0,1.0,0.0,443.0,260.0,0.0,0.0,384.0,781.7562393965273,0.0,828.0,1.0,443.0,385.0,0.0,0.0,261.0,101.0,0.0,0.0,1.0,0.0
0.0,0.0,134.0,27.0,1.0,0.0,0.0,27.0,0.0,715.0,715.0,0.0,1.0,0.0,134.0,0.0,0.0,0.0,581.0,783.1193438480117,0.0,715.0,1.0,134.0,581.0,0.0,1.0,0.0,88.0,0.0,0.0,1.0,0.0
0.0,0.0,209.0,0.0,0.0,0.0,248.0,0.0,1.0,1934.0,500.0,0.0,4.0,0.0,750.0,248.0,0.0,286.0,1183.0,875.2692973726869,1434.0,1934.0,4.0,750.0,1184.0,287.0,0.0,248.0,116.0,429.0,0.0,1.0,0.0
0.0,0.0,201.0,0.0,0.0,0.0,81.0,0.0,1.0,1125.0,0.0,0.0,3.0,0.0,440.0,81.0,0.0,225.0,685.0,840.3223220380163,1125.0,1125.0,3.0,440.0,685.0,225.0,0.0,81.0,81.0,306.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,159.0,0.0,0.0,0.0,0.0,803.3541918270068,0.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,1.0,555.0,0.0,0.0,1.0,0.0,245.0,0.0,0.0,111.0,310.0,780.6751565556949,555.0,555.0,1.0,245.0,310.0,111.0,0.0,0.0,68.0,111.0,0.0,1.0,0.0
0.0,0.0,201.0,0.0,0.0,0.0,108.0,0.0,0.0,619.0,619.0,0.0,2.0,0.0,242.0,108.0,1.0,0.0,376.0,808.665598827618,0.0,619.0,2.0,242.0,377.0,0.0,0.0,108.0,56.0,0.0,1.0,1.0,0.0
0.0,0.0,201.0,1067.0,2.0,0.0,248.0,1067.0,1.0,1165.0,0.0,0.0,3.0,0.0,615.0,248.0,0.0,233.0,550.0,838.3951743652281,1165.0,1165.0,3.0,615.0,550.0,233.0,3.0,248.0,84.0,350.0,0.0,1.0,0.0
0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,1.0,808.0,0.0,0.0,8.0,0.0,347.0,0.0,0.0,161.0,461.0,978.0653641141918,808.0,808.0,8.0,347.0,461.0,162.0,0.0,0.0,29.0,161.0,0.0,1.0,0.0
0.0,0.0,201.0,0.0,2.0,0.0,264.0,0.0,0.0,970.0,970.0,0.0,2.0,0.0,398.0,264.0,0.0,0.0,572.0,811.438811332362,0.0,970.0,2.0,398.0,572.0,0.0,2.0,264.0,88.0,0.0,0.0,1.0,0.0
231.0,0.0,134.0,724.0,0.0,1.0,0.0,724.0,0.0,1345.0,1345.0,0.0,3.0,0.0,134.0,0.0,0.0,0.0,1211.0,847.7018875167416,0.0,1345.0,3.0,134.0,1211.0,0.0,1.0,0.0,97.0,0.0,1.0,1.0,0.0
0.0,0.0,134.0,0.0,0.0,0.0,417.0,0.0,1.0,696.0,0.0,0.0,2.0,0.0,690.0,417.0,0.0,139.0,6.0,803.4481990305575,695.0,695.0,2.0,690.0,5.0,139.0,0.0,417.0,63.0,139.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,551.0,0.0,0.0,0.0,0.0,776.3038215905901,0.0,0.0,1.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,231.0,231.0,231.0,1.0,0.0,551.0,97.0,0.0,0.0,0.0,776.3038215905901,0.0,231.0,1.0,231.0,0.0,0.0,0.0,417.0,28.0,0.0,1.0,1.0,0.0
94.0,0.0,0.0,0.0,0.0,1.0,417.0,0.0,1.0,268.0,94.0,0.0,1.0,0.0,585.0,100.0,0.0,34.0,0.0,776.3038215905901,174.0,268.0,1.0,268.0,0.0,35.0,0.0,417.0,33.0,0.0,1.0,1.0,0.0
0.0,0.0,59.0,0.0,0.0,0.0,417.0,0.0,0.0,476.0,476.0,0.0,3.0,0.0,551.0,342.0,0.0,0.0,0.0,830.6395800723001,0.0,476.0,3.0,476.0,0.0,0.0,0.0,417.0,34.0,0.0,0.0,1.0,0.0
310.0,0.0,0.0,0.0,0.0,1.0,417.0,0.0,0.0,310.0,310.0,0.0,2.0,0.0,551.0,176.0,0.0,0.0,0.0,803.3541918270068,0.0,310.0,2.0,310.0,0.0,0.0,0.0,417.0,28.0,0.0,1.0,1.0,0.0
0.0,0.0,134.0,0.0,2.0,0.0,0.0,0.0,0.0,623.0,623.0,0.0,2.0,623.0,134.0,0.0,0.0,0.0,489.0,810.263721287979,0.0,623.0,2.0,134.0,489.0,0.0,0.0,0.0,57.0,0.0,0.0,1.0,0.0
0.0,0.0,134.0,0.0,0.0,0.0,417.0,0.0,1.0,1101.0,0.0,0.0,3.0,0.0,771.0,417.0,0.0,220.0,330.0,835.2929366480569,1101.0,1101.0,3.0,771.0,330.0,220.0,0.0,417.0,80.0,220.0,0.0,1.0,0.0
438.0,0.0,21.0,0.0,0.0,1.0,417.0,0.0,0.0,438.0,438.0,0.0,4.0,0.0,556.0,299.0,0.0,0.0,0.0,858.583018742448,0.0,438.0,4.0,438.0,0.0,0.0,0.0,417.0,26.0,0.0,1.0,1.0,0.0
0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,623.0,0.0,1.0,623.0,134.0,0.0,1.0,0.0,489.0,783.1193438480117,0.0,623.0,1.0,134.0,489.0,0.0,0.0,0.0,76.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,366.0,0.0,0.0,0.0,0.0,803.3541918270068,0.0,0.0,2.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,201.0,0.0,0.0,0.0,388.0,0.0,1.0,1036.0,0.0,0.0,3.0,0.0,837.0,388.0,0.0,207.0,199.0,833.4597961788194,1036.0,1036.0,3.0,837.0,199.0,207.0,0.0,388.0,75.0,310.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,556.0,0.0,0.0,0.0,0.0,858.5830187424478,0.0,0.0,4.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,1.0,0.0
389.0,0.0,134.0,0.0,0.0,1.0,0.0,0.0,0.0,389.0,389.0,0.0,3.0,0.0,134.0,0.0,0.0,0.0,255.0,834.2588574089998,0.0,389.0,3.0,134.0,255.0,0.0,0.0,0.0,28.0,0.0,1.0,1.0,0.0
107.0,0.0,209.0,0.0,0.0,1.0,401.0,0.0,1.0,849.0,107.0,0.0,4.0,0.0,688.0,401.0,0.0,148.0,160.0,860.8391916276634,742.0,849.0,4.0,688.0,161.0,148.0,0.0,401.0,51.0,222.0,0.0,1.0,0.0
0.0,0.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,123.0,0.0,0.0,1.0,0.0,158.0,0.0,0.0,24.0,0.0,776.3038215905901,123.0,123.0,1.0,123.0,0.0,25.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0
0.0,0.0,201.0,0.0,0.0,0.0,105.0,0.0,0.0,623.0,623.0,0.0,1.0,623.0,239.0,105.0,1.0,0.0,384.0,781.7092357947521,0.0,623.0,1.0,239.0,384.0,0.0,0.0,106.0,76.0,0.0,1.0,1.0,0.0
0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,1.0,1460.0,0.0,0.0,3.0,0.0,426.0,0.0,0.0,292.0,1033.0,845.2106966226496,1460.0,1460.0,3.0,426.0,1034.0,292.0,0.0,0.0,105.0,292.0,0.0,1.0,0.0
310.0,0.0,139.0,2085.0,2.0,1.0,0.0,2085.0,0.0,1796.0,1796.0,0.0,4.0,0.0,198.0,0.0,0.0,0.0,1598.0,881.0977439928266,0.0,1796.0,4.0,198.0,1598.0,0.0,0.0,0.0,108.0,0.0,1.0,1.0,0.0
469.0,0.0,52.0,0.0,0.0,1.0,417.0,0.0,0.0,469.0,469.0,0.0,4.0,0.0,556.0,330.0,0.0,0.0,0.0,858.583018742448,0.0,469.0,4.0,469.0,0.0,0.0,0.0,417.0,28.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,134.0,0.0,0.0,0.0,0.0,803.3541918270068,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,151.0,0.0,1.0,0.0,17.0,0.0,0.0,643.0,643.0,0.0,1.0,19.0,151.0,17.0,0.0,0.0,491.0,783.1193438480117,0.0,643.0,1.0,151.0,492.0,0.0,0.0,18.0,79.0,0.0,1.0,1.0,0.0
0.0,0.0,201.0,0.0,1.0,0.0,77.0,0.0,0.0,643.0,643.0,0.0,1.0,329.0,211.0,77.0,0.0,0.0,432.0,782.4142898213819,0.0,643.0,1.0,211.0,432.0,0.0,0.0,78.0,79.0,0.0,1.0,1.0,0.0
0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,1.0,1241.0,225.0,0.0,2.0,0.0,337.0,0.0,0.0,203.0,904.0,816.0921679081188,1016.0,1241.0,2.0,337.0,904.0,203.0,0.0,0.0,113.0,203.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,394.0,0.0,1.0,387.0,0.0,0.0,1.0,0.0,605.0,176.0,0.0,77.0,0.0,776.3038215905901,387.0,387.0,1.0,387.0,0.0,77.0,0.0,394.0,47.0,0.0,0.0,1.0,0.0
0.0,0.0,208.0,0.0,0.0,0.0,140.0,0.0,0.0,452.0,452.0,0.0,4.0,0.0,279.0,140.0,0.0,0.0,173.0,861.0272060347646,0.0,452.0,4.0,279.0,173.0,0.0,0.0,141.0,27.0,0.0,0.0,1.0,0.0
0.0,0.0,279.0,0.0,0.0,0.0,237.0,0.0,1.0,1082.0,50.0,0.0,8.0,0.0,629.0,237.0,0.0,206.0,452.0,977.971356910641,1032.0,1082.0,8.0,629.0,453.0,206.0,0.0,237.0,39.0,309.0,0.0,1.0,0.0
0.0,0.0,201.0,10.0,1.0,0.0,182.0,10.0,0.0,647.0,647.0,0.0,1.0,0.0,316.0,182.0,0.0,0.0,331.0,780.9571781663469,0.0,647.0,1.0,316.0,331.0,0.0,0.0,182.0,79.0,0.0,1.0,1.0,0.0
0.0,0.0,201.0,0.0,0.0,0.0,91.0,0.0,0.0,623.0,623.0,0.0,1.0,623.0,225.0,91.0,1.0,0.0,398.0,781.8972502018534,0.0,623.0,1.0,225.0,398.0,0.0,0.0,92.0,76.0,0.0,1.0,1.0,0.0
0.0,0.0,145.0,27.0,0.0,0.0,6.0,27.0,1.0,1136.0,287.0,0.0,4.0,0.0,355.0,6.0,0.0,169.0,779.0,869.581861557873,849.0,1136.0,4.0,355.0,781.0,170.0,0.0,7.0,68.0,175.0,0.0,1.0,0.0
0.0,3.0,201.0,10.0,0.0,0.0,115.0,7.0,0.0,667.0,667.0,0.0,1.0,0.0,249.0,115.0,1.0,0.0,418.0,782.1792718125052,0.0,667.0,1.0,249.0,418.0,0.0,0.0,116.0,82.0,0.0,0.0,1.0,0.0
0.0,0.0,134.0,0.0,1.0,0.0,0.0,0.0,0.0,812.0,812.0,0.0,2.0,0.0,134.0,0.0,0.0,0.0,678.0,812.895922987397,0.0,812.0,2.0,134.0,678.0,0.0,0.0,0.0,74.0,0.0,0.0,1.0,0.0
0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,1164.0,1164.0,0.0,2.0,623.0,134.0,0.0,1.0,0.0,1030.0,816.2331787134448,0.0,1164.0,2.0,134.0,1030.0,0.0,0.0,0.0,106.0,0.0,0.0,1.0,0.0
0.0,0.0,201.0,0.0,0.0,0.0,332.0,0.0,1.0,728.0,0.0,0.0,2.0,0.0,611.0,332.0,0.0,145.0,116.0,804.9993178891431,728.0,728.0,2.0,611.0,117.0,146.0,0.0,333.0,66.0,217.0,0.0,1.0,0.0
0.0,0.0,106.0,0.0,0.0,0.0,94.0,0.0,1.0,166.0,0.0,0.0,1.0,0.0,261.0,0.0,0.0,33.0,0.0,776.3038215905901,166.0,166.0,1.0,166.0,0.0,33.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,134.0,0.0,0.0,0.0,0.0,776.3038215905901,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,1.0,1208.0,0.0,0.0,3.0,0.0,435.0,0.0,0.0,241.0,773.0,841.5444156841746,1208.0,1208.0,3.0,435.0,773.0,242.0,0.0,0.0,87.0,241.0,0.0,1.0,0.0
0.0,0.0,134.0,0.0,1.0,0.0,0.0,0.0,0.0,942.0,942.0,0.0,1.0,0.0,159.0,0.0,0.0,0.0,783.0,783.1193438480117,0.0,942.0,1.0,159.0,783.0,0.0,0.0,0.0,115.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,134.0,0.0,0.0,0.0,0.0,776.3038215905901,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,199.0,0.0,0.0,0.0,60.0,0.0,0.0,1783.0,1783.0,0.0,4.0,0.0,253.0,60.0,1.0,0.0,1529.0,880.1576719573203,0.0,1783.0,4.0,253.0,1530.0,0.0,0.0,60.0,107.0,0.0,0.0,1.0,0.0
0.0,0.0,169.0,0.0,0.0,0.0,417.0,0.0,1.0,1062.0,0.0,0.0,3.0,0.0,763.0,417.0,0.0,212.0,299.0,834.869904232079,1062.0,1062.0,3.0,763.0,299.0,212.0,0.0,417.0,77.0,286.0,0.0,1.0,0.0
0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,1.0,585.0,0.0,0.0,4.0,0.0,256.0,0.0,0.0,117.0,329.0,863.2363753182046,585.0,585.0,4.0,256.0,329.0,117.0,0.0,0.0,35.0,117.0,0.0,1.0,0.0
0.0,0.0,134.0,0.0,1.0,0.0,0.0,0.0,0.0,834.0,834.0,0.0,1.0,0.0,134.0,0.0,0.0,0.0,700.0,783.1193438480117,0.0,834.0,1.0,134.0,700.0,0.0,0.0,0.0,102.0,0.0,0.0,1.0,0.0
0.0,0.0,115.0,0.0,0.0,0.0,183.0,0.0,0.0,231.0,231.0,231.0,1.0,0.0,317.0,97.0,0.0,0.0,0.0,776.3038215905901,0.0,231.0,1.0,231.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,387.0,0.0,0.0,417.0,387.0,0.0,0.0,0.0,0.0,3.0,0.0,551.0,0.0,0.0,0.0,0.0,830.6395800723001,0.0,0.0,3.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,134.0,0.0,0.0,0.0,0.0,803.3541918270068,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,839.0,839.0,0.0,3.0,43.0,134.0,0.0,1.0,0.0,705.0,840.6043436486682,0.0,839.0,3.0,134.0,705.0,0.0,0.0,0.0,61.0,0.0,0.0,1.0,0.0
0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,1.0,1092.0,0.0,0.0,5.0,0.0,380.0,0.0,0.0,218.0,712.0,897.1962750155935,1092.0,1092.0,5.0,380.0,712.0,218.0,0.0,0.0,56.0,218.0,0.0,1.0,0.0
